	(0, 0, 0, 0)	(0, 0, 0, 1)	(0, 0, 1, 0)	(0, 0, 1, 1)	(0, 1, 0, 0)	(0, 1, 0, 1)	(0, 1, 1, 0)	(0, 1, 1, 1)	(1, 0, 0, 0)	(1, 0, 0, 1)	(1, 0, 1, 0)	(1, 0, 1, 1)	(1, 1, 0, 0)	(1, 1, 0, 1)	(1, 1, 1, 0)	(1, 1, 1, 1)	edge_sign
(4483, 3634)	8	4	6	0	0	0	0	0	2	2	17	0	0	0	0	0	0
(3634, 4536)	5	0	2	3	2	0	0	0	2	0	10	4	0	0	0	0	0
(4536, 3634)	5	2	2	0	0	0	0	0	2	0	10	0	3	0	4	0	0
(3634, 4632)	7	1	2	0	5	3	0	1	4	3	5	0	0	0	0	0	0
(4632, 3634)	7	5	4	0	1	3	3	0	2	0	5	0	0	1	0	0	0
(3634, 4653)	7	2	3	0	4	3	0	0	3	0	13	0	0	0	0	0	0
(4653, 3634)	7	4	3	0	2	3	0	0	3	0	13	0	0	0	0	0	0
(3634, 4712)	8	1	3	2	4	4	0	0	5	1	16	4	0	0	0	0	-1
(4712, 3634)	8	4	5	0	1	4	1	0	3	0	16	0	2	0	4	0	0
(3634, 4717)	2	0	0	1	1	0	1	0	6	0	20	0	0	0	0	0	0
(4717, 3634)	2	1	6	0	0	0	0	0	0	1	20	0	1	0	0	0	0
(3634, 4828)	5	1	2	1	6	2	2	0	5	1	19	1	0	0	0	0	0
(4828, 3634)	5	6	5	0	1	2	1	0	2	2	19	0	1	0	1	0	0
(3634, 4899)	8	1	2	0	6	1	0	0	8	1	7	0	0	0	0	0	0
(4899, 3634)	8	6	8	0	1	1	1	0	2	0	7	0	0	0	0	0	1
(3634, 4948)	16	3	0	0	2	3	0	0	4	0	0	0	0	0	0	0	0
(4948, 3634)	16	2	4	0	3	3	0	0	0	0	0	0	0	0	0	0	0
(3634, 4967)	15	1	0	0	10	2	0	0	13	1	0	0	0	0	0	0	0
(4967, 3634)	15	10	13	0	1	2	1	0	0	0	0	0	0	0	0	0	1
(3634, 5002)	6	0	4	1	3	0	2	1	3	0	10	4	0	0	0	0	1
(5002, 3634)	6	3	3	0	0	0	0	0	4	2	10	0	1	1	4	0	1
(3634, 5020)	1	5	0	0	4	8	0	1	1	3	3	7	0	0	0	0	0
(5020, 3634)	1	4	1	0	5	8	3	0	0	0	3	0	0	1	7	0	0
(3634, 5022)	5	0	4	3	3	0	0	0	8	1	13	4	0	0	0	0	0
(5022, 3634)	5	3	8	0	0	0	1	0	4	0	13	0	3	0	4	0	0
(3634, 5079)	10	4	6	2	4	6	1	0	14	4	8	1	0	0	0	0	0
(5079, 3634)	10	4	14	0	4	6	4	0	6	1	8	0	2	0	1	0	0
(3634, 5176)	6	2	0	1	8	4	0	1	7	1	0	9	0	0	0	0	0
(5176, 3634)	6	8	7	0	2	4	1	0	0	0	0	0	1	1	9	0	0
(3634, 5179)	11	0	2	0	8	1	0	1	12	0	8	3	0	0	0	0	0
(5179, 3634)	11	8	12	0	0	1	0	0	2	0	8	0	0	1	3	0	0
(3634, 5188)	8	0	2	0	6	2	0	0	5	0	13	0	0	0	0	0	0
(5188, 3634)	8	6	5	0	0	2	0	0	2	0	13	0	0	0	0	0	1
(3634, 5189)	15	0	2	0	6	6	2	0	8	2	8	0	0	0	0	0	0
(5189, 3634)	15	6	8	0	0	6	2	0	2	2	8	0	0	0	0	0	1
(3634, 5200)	1	0	2	0	0	0	0	1	2	0	18	1	0	0	0	0	0
(5200, 3634)	1	0	2	0	0	0	0	0	2	0	18	0	0	1	1	0	0
(3634, 5210)	0	0	1	5	0	0	0	0	0	0	12	7	0	0	0	0	1
(5210, 3634)	0	0	0	0	0	0	0	0	1	0	12	0	5	0	7	0	0
(3634, 5233)	1	0	3	2	0	1	0	1	0	0	7	10	0	0	0	0	-1
(5233, 3634)	1	0	0	0	0	1	0	0	3	0	7	0	2	1	10	0	0
(3634, 5254)	0	0	2	2	2	0	2	0	0	0	17	2	0	0	0	0	0
(5254, 3634)	0	2	0	0	0	0	0	0	2	2	17	0	2	0	2	0	0
(3634, 5262)	2	0	3	0	1	2	0	0	1	2	14	0	0	0	0	0	0
(5262, 3634)	2	1	1	0	0	2	2	0	3	0	14	0	0	0	0	0	0
(3634, 5263)	3	0	0	2	10	0	0	0	2	0	2	6	0	0	0	0	0
(5263, 3634)	3	10	2	0	0	0	0	0	0	0	2	0	2	0	6	0	0
(3634, 5524)	10	0	1	1	7	0	2	0	12	0	16	3	0	0	0	0	0
(5524, 3634)	10	7	12	0	0	0	0	0	1	2	16	0	1	0	3	0	1
(3634, 5531)	7	1	0	0	6	1	0	0	8	4	0	0	0	0	0	0	0
(5531, 3634)	7	6	8	0	1	1	4	0	0	0	0	0	0	0	0	0	0
(3634, 5543)	2	0	1	0	3	0	1	0	5	0	17	0	0	0	0	0	0
(5543, 3634)	2	3	5	0	0	0	0	0	1	1	17	0	0	0	0	0	1
(3634, 5697)	6	0	0	2	8	0	0	1	6	0	11	4	0	0	0	0	0
(5697, 3634)	6	8	6	0	0	0	0	0	0	0	11	0	2	1	4	0	1
(3634, 5714)	4	0	1	0	0	0	0	0	4	0	18	0	0	0	0	0	0
(5714, 3634)	4	0	4	0	0	0	0	0	1	0	18	0	0	0	0	0	0
(3634, 5800)	6	2	6	0	3	0	1	1	8	0	12	2	0	0	0	0	1
(5800, 3634)	6	3	8	0	2	0	0	0	6	1	12	0	0	1	2	0	0
(3634, 5802)	10	1	2	0	3	4	0	0	7	4	6	0	0	0	0	0	0
(5802, 3634)	10	3	7	0	1	4	4	0	2	0	6	0	0	0	0	0	0
(3634, 5814)	4	1	5	0	3	0	0	1	5	0	11	3	0	0	0	0	0
(5814, 3634)	4	3	5	0	1	0	0	0	5	0	11	0	0	1	3	0	0
(3634, 5822)	2	0	2	0	0	1	0	0	4	1	16	0	0	0	0	0	0
(5822, 3634)	2	0	4	0	0	1	1	0	2	0	16	0	0	0	0	0	0
(3634, 6006)	3	0	3	0	0	1	1	0	1	0	17	0	0	0	0	0	0
(6006, 3634)	3	0	1	0	0	1	0	0	3	1	17	0	0	0	0	0	0
(3634, 6272)	5	0	1	0	3	0	1	0	4	0	13	0	0	0	0	0	0
(6272, 3634)	5	3	4	0	0	0	0	0	1	1	13	0	0	0	0	0	0
(3634, 6299)	2	0	3	1	2	1	1	1	4	0	10	0	0	0	0	0	0
(6299, 3634)	2	2	4	0	0	1	0	0	3	1	10	0	1	1	0	0	0
(3634, 6305)	5	0	2	1	4	1	0	1	4	2	9	0	0	0	0	0	0
(6305, 3634)	5	4	4	0	0	1	2	0	2	0	9	0	1	1	0	0	1
(3634, 6327)	6	0	3	2	2	1	0	1	4	1	11	11	0	0	0	0	0
(6327, 3634)	6	2	4	0	0	1	1	0	3	0	11	0	2	1	11	0	0
(3634, 6634)	0	0	3	2	0	0	1	0	0	0	6	13	0	0	0	0	0
(6634, 3634)	0	0	0	0	0	0	0	0	3	1	6	0	2	0	13	0	0
(3634, 7092)	6	0	4	2	1	0	2	0	2	0	10	3	0	0	0	0	0
(7092, 3634)	6	1	2	0	0	0	0	0	4	2	10	0	2	0	3	0	0
(3634, 7553)	0	0	6	3	0	0	0	2	0	0	5	13	0	0	0	0	0
(7553, 3634)	0	0	0	0	0	0	0	0	6	0	5	0	3	2	13	0	0
(3635, 3645)	2	1	5	0	1	2	3	0	1	0	13	0	0	0	1	0	0
(3645, 3635)	2	1	1	0	1	2	0	0	5	3	13	1	0	0	0	0	0
(3635, 3660)	4	3	3	0	4	6	2	0	5	2	7	0	0	0	0	1	0
(3660, 3635)	4	4	5	0	3	6	2	0	3	2	7	0	0	0	0	1	0
(3635, 3691)	3	0	1	0	3	2	1	0	5	1	10	0	0	0	0	0	0
(3691, 3635)	3	3	5	0	0	2	1	0	1	1	10	0	0	0	0	0	0
(3635, 3724)	7	1	1	2	6	2	2	0	4	0	6	3	0	0	1	0	0
(3724, 3635)	7	6	4	0	1	2	0	0	1	2	6	1	2	0	3	0	0
(3635, 3787)	2	0	0	0	10	0	1	0	6	0	6	0	0	0	0	0	1
(3787, 3635)	2	10	6	0	0	0	0	0	0	1	6	0	0	0	0	0	0
(3635, 3796)	2	0	1	0	3	0	0	0	7	0	13	0	0	0	0	0	0
(3796, 3635)	2	3	7	0	0	0	0	0	1	0	13	0	0	0	0	0	1
(3635, 3812)	3	0	3	1	0	2	4	0	1	0	13	1	0	0	0	0	0
(3812, 3635)	3	0	1	0	0	2	0	0	3	4	13	0	1	0	1	0	0
(3635, 3813)	4	1	1	2	2	2	1	0	3	0	9	5	0	0	0	0	-1
(3813, 3635)	4	2	3	0	1	2	0	0	1	1	9	0	2	0	5	0	0
(3635, 3956)	2	1	1	0	1	5	0	0	3	1	10	0	0	0	0	1	0
(3956, 3635)	2	1	3	0	1	5	1	0	1	0	10	0	0	0	0	1	0
(3635, 3958)	0	0	2	1	0	0	2	0	1	0	15	3	0	0	1	0	0
(3958, 3635)	0	0	1	0	0	0	0	0	2	2	15	1	1	0	3	0	0
(3635, 3976)	0	0	3	1	2	3	0	0	2	2	9	6	0	0	0	0	0
(3976, 3635)	0	2	2	0	0	3	2	0	3	0	9	0	1	0	6	0	0
(3635, 4037)	0	1	1	3	0	1	0	2	0	0	10	11	0	0	1	0	0
(4037, 3635)	0	0	0	0	1	1	0	0	1	0	10	1	3	2	11	0	0
(3635, 4040)	1	0	4	0	1	2	0	0	2	1	15	0	0	0	0	0	0
(4040, 3635)	1	1	2	0	0	2	1	0	4	0	15	0	0	0	0	0	1
(3635, 4065)	3	3	1	0	2	2	0	0	9	0	9	0	0	0	0	0	0
(4065, 3635)	3	2	9	0	3	2	0	0	1	0	9	0	0	0	0	0	0
(3635, 4124)	2	1	5	0	1	5	1	0	3	1	16	0	0	0	1	1	0
(4124, 3635)	2	1	3	0	1	5	1	0	5	1	16	1	0	0	0	1	0
(3635, 4138)	4	0	1	3	2	0	2	2	2	0	5	4	0	0	0	0	1
(4138, 3635)	4	2	2	0	0	0	0	0	1	2	5	0	3	2	4	0	0
(3635, 4191)	1	0	4	3	1	0	3	1	0	0	11	7	0	0	1	0	-1
(4191, 3635)	1	1	0	0	0	0	0	0	4	3	11	1	3	1	7	0	0
(3635, 4266)	1	0	2	0	1	0	0	0	2	0	15	3	0	0	0	1	0
(4266, 3635)	1	1	2	0	0	0	0	0	2	0	15	0	0	0	3	1	0
(3635, 4335)	0	0	2	1	1	0	2	0	0	0	14	5	0	0	0	1	0
(4335, 3635)	0	1	0	0	0	0	0	0	2	2	14	0	1	0	5	1	0
(3635, 4735)	0	0	3	1	0	0	3	1	0	0	13	8	0	0	0	1	0
(4735, 3635)	0	0	0	0	0	0	0	0	3	3	13	0	1	1	8	1	0
(3641, 3642)	39	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0
(3642, 3641)	39	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(3641, 3643)	11	3	8	3	0	1	2	0	0	0	0	0	0	0	0	0	1
(3643, 3641)	11	0	0	0	3	1	0	0	8	2	0	0	3	0	0	0	0
(3641, 3645)	11	1	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(3645, 3641)	11	1	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0
(3641, 3660)	11	6	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(3660, 3641)	11	1	0	0	6	2	0	0	6	0	0	0	0	0	0	0	0
(3641, 3666)	18	7	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
(3666, 3641)	18	5	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0
(3641, 3724)	14	4	4	1	1	2	0	0	0	0	0	0	0	0	0	0	1
(3724, 3641)	14	1	0	0	4	2	0	0	4	0	0	0	1	0	0	0	0
(3641, 3728)	14	5	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
(3728, 3641)	14	6	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
(3641, 3787)	29	2	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0
(3787, 3641)	29	9	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0
(3641, 3796)	17	1	14	0	0	1	1	0	0	0	0	0	0	0	0	0	1
(3796, 3641)	17	0	0	0	1	1	0	0	14	1	0	0	0	0	0	0	0
(3641, 3813)	16	3	6	1	1	1	1	0	0	0	0	0	0	0	0	0	1
(3813, 3641)	16	1	0	0	3	1	0	0	6	1	0	0	1	0	0	0	0
(3641, 3854)	23	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0
(3854, 3641)	23	0	0	0	0	3	0	0	5	1	0	0	0	0	0	0	0
(3641, 3976)	9	12	8	3	3	4	1	2	0	0	0	0	0	0	0	0	0
(3976, 3641)	9	3	0	0	12	4	0	0	8	1	0	0	3	2	0	0	0
(3641, 4036)	21	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
(4036, 3641)	21	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(3641, 4037)	3	1	13	8	0	1	1	1	0	0	0	0	0	0	0	0	0
(4037, 3641)	3	0	0	0	1	1	0	0	13	1	0	0	8	1	0	0	0
(3641, 4041)	12	2	10	0	3	0	2	0	0	0	0	0	0	0	0	0	0
(4041, 3641)	12	3	0	0	2	0	0	0	10	2	0	0	0	0	0	0	0
(3641, 4045)	32	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
(4045, 3641)	32	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(3641, 4065)	17	3	7	0	0	2	0	0	0	0	0	0	0	0	0	0	1
(4065, 3641)	17	0	0	0	3	2	0	0	7	0	0	0	0	0	0	0	0
(3641, 4099)	25	11	12	2	4	7	2	0	0	0	0	0	0	0	0	0	1
(4099, 3641)	25	4	0	0	11	7	0	0	12	2	0	0	2	0	0	0	0
(3641, 4219)	23	2	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0
(4219, 3641)	23	1	0	0	2	0	0	0	1	2	0	0	3	0	0	0	0
(3641, 4310)	31	6	6	0	2	2	4	0	0	0	0	0	0	0	0	0	0
(4310, 3641)	31	2	0	0	6	2	0	0	6	4	0	0	0	0	0	0	0
(3641, 4335)	7	0	13	5	2	1	4	0	0	0	0	0	0	0	0	0	1
(4335, 3641)	7	2	0	0	0	1	0	0	13	4	0	0	5	0	0	0	0
(3641, 4483)	21	0	6	0	3	2	2	0	0	0	0	0	0	0	0	0	0
(4483, 3641)	21	3	0	0	0	2	0	0	6	2	0	0	0	0	0	0	0
(3641, 4536)	10	4	10	8	1	3	0	0	0	0	0	0	0	0	0	0	-1
(4536, 3641)	10	1	0	0	4	3	0	0	10	0	0	0	8	0	0	0	0
(3641, 4550)	18	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
(4550, 3641)	18	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(3641, 4632)	17	2	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0
(4632, 3641)	17	4	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0
(3641, 4653)	13	7	4	0	5	1	4	0	0	0	0	0	0	0	0	0	1
(4653, 3641)	13	5	0	0	7	1	0	0	4	4	0	0	0	0	0	0	0
(3641, 4712)	15	1	16	4	2	2	1	0	0	0	0	0	0	0	0	0	-1
(4712, 3641)	15	2	0	0	1	2	0	0	16	1	0	0	4	0	0	0	0
(3641, 4824)	20	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0
(4824, 3641)	20	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
(3641, 4828)	21	1	5	4	3	2	3	0	0	0	0	0	0	0	0	0	1
(4828, 3641)	21	3	0	0	1	2	0	0	5	3	0	0	4	0	0	0	0
(3641, 4899)	32	0	4	0	3	2	1	0	0	0	0	0	0	0	0	0	0
(4899, 3641)	32	3	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0
(3641, 4948)	24	2	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
(4948, 3641)	24	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(3641, 4967)	48	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0
(4967, 3641)	48	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(3641, 5002)	20	0	6	4	4	0	1	0	0	0	0	0	0	0	0	0	0
(5002, 3641)	20	4	0	0	0	0	0	0	6	1	0	0	4	0	0	0	0
(3641, 5020)	17	11	6	4	0	5	0	1	0	0	0	0	0	0	0	0	0
(5020, 3641)	17	0	0	0	11	5	0	0	6	0	0	0	4	1	0	0	0
(3641, 5022)	20	0	6	1	2	0	1	1	0	0	0	0	0	0	0	0	0
(5022, 3641)	20	2	0	0	0	0	0	0	6	1	0	0	1	1	0	0	0
(3641, 5079)	33	7	12	1	9	0	1	0	0	0	0	0	0	0	0	0	1
(5079, 3641)	33	9	0	0	7	0	0	0	12	1	0	0	1	0	0	0	0
(3641, 5176)	21	6	1	4	6	1	0	1	0	0	0	0	0	0	0	0	0
(5176, 3641)	21	6	0	0	6	1	0	0	1	0	0	0	4	1	0	0	0
(3641, 5179)	34	0	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0
(5179, 3641)	34	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
(3641, 5185)	22	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(5185, 3641)	22	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0
(3641, 5188)	27	2	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(5188, 3641)	27	3	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0
(3641, 5189)	35	4	5	0	6	1	2	0	0	0	0	0	0	0	0	0	-1
(5189, 3641)	35	6	0	0	4	1	0	0	5	2	0	0	0	0	0	0	0
(3641, 5233)	5	3	5	7	1	0	2	2	0	0	0	0	0	0	0	0	0
(5233, 3641)	5	1	0	0	3	0	0	0	5	2	0	0	7	2	0	0	0
(3641, 5254)	7	0	17	2	1	0	3	0	0	0	0	0	0	0	0	0	0
(5254, 3641)	7	1	0	0	0	0	0	0	17	3	0	0	2	0	0	0	0
(3641, 5524)	38	0	13	1	4	1	3	0	0	0	0	0	0	0	0	0	1
(5524, 3641)	38	4	0	0	0	1	0	0	13	3	0	0	1	0	0	0	0
(3641, 5531)	28	6	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
(5531, 3641)	28	3	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0
(3641, 5543)	30	1	11	0	1	1	2	0	0	0	0	0	0	0	0	0	0
(5543, 3641)	30	1	0	0	1	1	0	0	11	2	0	0	0	0	0	0	0
(3641, 5697)	25	0	10	5	4	0	1	0	0	0	0	0	0	0	0	0	0
(5697, 3641)	25	4	0	0	0	0	0	0	10	1	0	0	5	0	0	0	0
(3641, 5796)	34	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
(5796, 3641)	34	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3641, 5800)	11	1	9	3	0	1	1	0	0	0	0	0	0	0	0	0	1
(5800, 3641)	11	0	0	0	1	1	0	0	9	1	0	0	3	0	0	0	0
(3641, 5802)	20	3	3	0	3	6	0	1	0	0	0	0	0	0	0	0	1
(5802, 3641)	20	3	0	0	3	6	0	0	3	0	0	0	0	1	0	0	0
(3641, 5814)	14	0	7	4	2	1	0	0	0	0	0	0	0	0	0	0	0
(5814, 3641)	14	2	0	0	0	1	0	0	7	0	0	0	4	0	0	0	0
(3641, 5871)	8	0	12	0	4	0	1	0	0	0	0	0	0	0	0	0	1
(5871, 3641)	8	4	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0
(3641, 6305)	17	0	6	1	3	1	0	0	0	0	0	0	0	0	0	0	0
(6305, 3641)	17	3	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0
(3642, 3643)	8	1	10	2	0	1	3	2	0	0	0	0	0	0	0	0	1
(3643, 3642)	8	0	0	0	1	1	0	0	10	3	0	0	2	2	0	0	0
(3642, 3691)	20	1	10	1	3	0	1	0	0	0	0	0	0	0	0	0	0
(3691, 3642)	20	3	0	0	1	0	0	0	10	1	0	0	1	0	0	0	0
(3642, 3786)	17	7	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
(3786, 3642)	17	8	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0
(3642, 3787)	41	1	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0
(3787, 3642)	41	14	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(3642, 3796)	12	2	11	0	4	0	2	0	0	0	0	0	0	0	0	0	1
(3796, 3642)	12	4	0	0	2	0	0	0	11	2	0	0	0	0	0	0	0
(3642, 3976)	7	11	6	4	3	7	0	2	0	0	0	0	0	0	0	0	-1
(3976, 3642)	7	3	0	0	11	7	0	0	6	0	0	0	4	2	0	0	0
(3642, 4036)	33	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(4036, 3642)	33	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(3642, 4037)	2	1	21	10	0	0	3	1	0	0	0	0	0	0	0	0	1
(4037, 3642)	2	0	0	0	1	0	0	0	21	3	0	0	10	1	0	0	0
(3642, 4040)	9	3	2	0	1	9	1	0	0	0	0	0	0	0	0	0	0
(4040, 3642)	9	1	0	0	3	9	0	0	2	1	0	0	0	0	0	0	0
(3642, 4041)	20	2	7	0	0	2	1	0	0	0	0	0	0	0	0	0	1
(4041, 3642)	20	0	0	0	2	2	0	0	7	1	0	0	0	0	0	0	0
(3642, 4045)	62	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(4045, 3642)	62	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
(3642, 4065)	13	4	8	0	1	3	1	0	0	0	0	0	0	0	0	0	1
(4065, 3642)	13	1	0	0	4	3	0	0	8	1	0	0	0	0	0	0	0
(3642, 4070)	8	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
(4070, 3642)	8	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0
(3642, 4073)	21	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
(4073, 3642)	21	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0
(3642, 4099)	36	10	17	1	0	6	1	2	0	0	0	0	0	0	0	0	1
(4099, 3642)	36	0	0	0	10	6	0	0	17	1	0	0	1	2	0	0	0
(3642, 4144)	6	13	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
(4144, 3642)	6	2	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0
(3642, 4310)	57	21	15	0	5	10	0	0	0	0	0	0	0	0	0	0	1
(4310, 3642)	57	5	0	0	21	10	0	0	15	0	0	0	0	0	0	0	0
(3642, 4335)	5	0	9	4	0	1	2	5	0	0	0	0	0	0	0	0	0
(4335, 3642)	5	0	0	0	0	1	0	0	9	2	0	0	4	5	0	0	0
(3642, 4338)	2	13	4	0	1	5	4	0	0	0	0	0	0	0	0	0	1
(4338, 3642)	2	1	0	0	13	5	0	0	4	4	0	0	0	0	0	0	0
(3642, 4441)	23	2	0	4	0	4	0	2	0	0	0	0	0	0	0	0	0
(4441, 3642)	23	0	0	0	2	4	0	0	0	0	0	0	4	2	0	0	0
(3642, 4483)	43	0	9	0	4	5	0	0	0	0	0	0	0	0	0	0	1
(4483, 3642)	43	4	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0
(3642, 4536)	10	6	10	5	1	1	4	1	0	0	0	0	0	0	0	0	0
(4536, 3642)	10	1	0	0	6	1	0	0	10	4	0	0	5	1	0	0	0
(3642, 4574)	10	1	10	0	2	2	0	0	0	0	0	0	0	0	0	0	0
(4574, 3642)	10	2	0	0	1	2	0	0	10	0	0	0	0	0	0	0	0
(3642, 4598)	13	11	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
(4598, 3642)	13	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0
(3642, 4632)	45	8	7	0	5	8	1	0	0	0	0	0	0	0	0	0	0
(4632, 3642)	45	5	0	0	8	8	0	0	7	1	0	0	0	0	0	0	0
(3642, 4653)	14	5	8	0	1	3	2	0	0	0	0	0	0	0	0	0	0
(4653, 3642)	14	1	0	0	5	3	0	0	8	2	0	0	0	0	0	0	0
(3642, 4673)	32	1	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0
(4673, 3642)	32	2	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0
(3642, 4712)	28	8	16	3	3	10	5	0	0	0	0	0	0	0	0	0	1
(4712, 3642)	28	3	0	0	8	10	0	0	16	5	0	0	3	0	0	0	0
(3642, 4717)	14	1	11	0	2	2	3	1	0	0	0	0	0	0	0	0	1
(4717, 3642)	14	2	0	0	1	2	0	0	11	3	0	0	0	1	0	0	0
(3642, 4764)	17	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(4764, 3642)	17	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
(3642, 4795)	17	1	7	3	5	2	2	0	0	0	0	0	0	0	0	0	1
(4795, 3642)	17	5	0	0	1	2	0	0	7	2	0	0	3	0	0	0	0
(3642, 4824)	28	0	6	0	0	4	1	0	0	0	0	0	0	0	0	0	0
(4824, 3642)	28	0	0	0	0	4	0	0	6	1	0	0	0	0	0	0	0
(3642, 4828)	34	6	16	3	5	18	0	1	0	0	0	0	0	0	0	0	0
(4828, 3642)	34	5	0	0	6	18	0	0	16	0	0	0	3	1	0	0	0
(3642, 4894)	11	4	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
(4894, 3642)	11	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0
(3642, 4899)	43	0	7	0	2	0	1	0	0	0	0	0	0	0	0	0	1
(4899, 3642)	43	2	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
(3642, 4948)	26	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(4948, 3642)	26	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
(3642, 4967)	102	1	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0
(4967, 3642)	102	4	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0
(3642, 5002)	28	1	10	1	5	2	3	0	0	0	0	0	0	0	0	0	0
(5002, 3642)	28	5	0	0	1	2	0	0	10	3	0	0	1	0	0	0	0
(3642, 5020)	7	20	6	4	2	17	1	2	0	0	0	0	0	0	0	0	-1
(5020, 3642)	7	2	0	0	20	17	0	0	6	1	0	0	4	2	0	0	0
(3642, 5022)	55	0	10	1	24	1	0	1	0	0	0	0	0	0	0	0	1
(5022, 3642)	55	24	0	0	0	1	0	0	10	0	0	0	1	1	0	0	0
(3642, 5079)	69	10	15	1	12	4	1	1	0	0	0	0	0	0	0	0	1
(5079, 3642)	69	12	0	0	10	4	0	0	15	1	0	0	1	1	0	0	0
(3642, 5103)	27	4	5	0	4	2	1	0	0	0	0	0	0	0	0	0	0
(5103, 3642)	27	4	0	0	4	2	0	0	5	1	0	0	0	0	0	0	0
(3642, 5123)	22	3	11	0	1	1	1	1	0	0	0	0	0	0	0	0	0
(5123, 3642)	22	1	0	0	3	1	0	0	11	1	0	0	0	1	0	0	0
(3642, 5173)	21	2	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0
(5173, 3642)	21	8	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
(3642, 5176)	28	9	0	5	2	9	0	1	0	0	0	0	0	0	0	0	-1
(5176, 3642)	28	2	0	0	9	9	0	0	0	0	0	0	5	1	0	0	0
(3642, 5177)	34	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0
(5177, 3642)	34	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
(3642, 5178)	8	1	13	0	0	1	3	0	0	0	0	0	0	0	0	0	1
