	positive_in_degree	positive_out_degree	negative_in_degree	negative_out_degree
71383	0	1	0	0
71384	0	3	0	0
71389	0	1	0	0
72326	0	0	1	0
71397	0	2	0	0
71398	0	5	0	0
71399	0	1	0	0
71400	0	1	0	0
71401	0	1	0	0
71404	0	4	0	1
71407	0	1	0	0
71415	0	3	0	0
71417	0	3	0	0
71418	1	0	0	0
71421	0	4	0	0
71422	0	3	0	0
71423	0	2	0	0
71424	0	2	0	2
71425	0	1	0	0
71426	0	1	0	0
71427	0	1	0	0
71430	0	7	0	0
71431	0	1	0	0
71432	0	7	0	0
71433	0	3	0	0
71434	0	2	0	0
80977	0	0	1	0
71439	0	2	0	0
71440	0	4	0	0
71441	0	4	0	0
71444	0	1	0	0
71445	0	3	0	0
71446	1	0	0	0
71451	0	11	0	0
71452	0	11	0	0
71455	0	2	0	0
71456	1	3	0	0
71465	0	1	0	0
71466	0	4	0	1
71470	1	4	0	0
71471	1	1	0	0
71472	1	0	0	0
71473	0	1	0	0
71475	0	4	0	2
71477	0	4	0	0
71484	0	2	0	0
71485	0	1	0	0
71486	0	2	0	0
71487	0	3	0	1
71488	0	1	0	0
71499	0	1	0	0
71509	0	5	0	0
71510	1	0	0	0
71511	0	1	0	0
71512	0	1	0	0
71513	0	4	0	0
71515	1	3	0	0
71516	1	1	0	0
71517	1	0	0	0
73152	2	0	0	0
71520	0	3	0	0
71521	0	2	0	0
71531	1	6	0	0
71532	1	0	0	0
71536	0	1	0	0
71539	0	10	0	3
71548	0	2	0	0
71550	0	2	0	0
71551	0	2	0	0
81000	1	0	0	0
71564	0	12	0	0
71565	1	0	0	0
71566	0	2	0	0
71567	0	5	0	5
71568	0	0	1	0
71569	0	9	0	1
71571	0	8	0	0
71572	0	1	0	0
71574	0	4	0	0
71587	0	7	0	0
71590	0	3	0	0
71593	0	1	0	0
71594	0	1	0	0
71595	0	1	0	0
71597	0	3	0	0
71598	0	2	0	0
71599	1	0	0	0
71600	0	3	0	1
71601	0	1	0	0
71603	0	8	0	0
71604	0	1	0	1
71605	0	1	0	0
71609	0	4	0	0
71610	0	2	0	0
71619	0	1	0	0
71623	0	1	0	0
71624	0	4	0	0
71625	0	7	0	0
71626	1	0	0	0
81010	2	0	0	0
71630	0	1	0	0
71631	0	9	0	0
71632	1	0	0	0
71633	0	2	0	0
71634	1	1	0	1
71635	0	1	0	0
71639	0	4	0	0
71640	1	0	0	0
71641	0	2	0	0
71642	0	2	0	0
71643	0	4	0	0
71644	0	2	0	0
71647	0	1	0	0
71649	0	1	0	0
71650	0	1	0	0
71651	0	1	0	0
71652	0	1	0	0
71653	0	1	0	0
71654	0	2	0	0
71655	0	1	0	0
71656	0	1	0	0
71657	0	1	0	0
71664	0	4	0	0
71667	0	1	0	1
71668	0	2	0	0
71669	0	1	0	0
71671	0	2	0	0
71673	0	1	0	0
71674	0	8	0	9
71675	0	0	1	0
71676	0	3	0	0
71677	1	0	0	0
71680	0	2	0	0
71681	0	2	0	0
71682	0	2	0	0
71683	0	2	0	0
71684	0	2	0	0
71685	0	2	0	0
71690	0	2	0	0
71691	0	2	0	0
71693	0	2	0	0
71694	0	2	0	0
71695	0	2	0	0
71696	0	2	0	0
71697	0	2	0	0
71698	0	2	0	0
71699	0	2	0	0
71700	0	2	0	0
71701	0	2	0	0
71702	0	2	0	0
71704	0	9	0	0
71705	0	2	0	0
71706	0	2	0	0
71707	0	2	0	0
71708	0	2	0	0
71709	0	2	0	0
71710	0	2	0	0
71711	0	2	0	0
71712	0	2	0	0
71713	0	2	0	0
71714	0	2	0	0
71715	0	2	0	0
71716	0	2	0	0
71717	0	2	0	0
71718	0	2	0	0
71719	0	6	0	0
71720	0	2	0	0
71721	1	10	0	9
71722	1	0	0	0
71723	0	2	0	0
71724	0	2	0	0
71725	0	2	0	0
71727	0	3	0	0
71728	0	2	0	2
71729	0	2	0	0
71730	0	2	0	0
71731	0	2	0	0
71732	0	2	0	0
71735	0	2	0	0
71736	0	2	0	0
71738	0	1	0	0
71741	0	2	0	0
71742	0	3	0	1
71743	0	1	0	0
71744	0	4	0	0
71745	0	6	0	0
71746	1	7	0	1
71747	2	6	0	1
71915	0	0	2	0
71748	0	3	0	0
71749	1	0	0	0
71751	0	1	0	0
71752	0	1	0	0
71753	0	2	0	0
81018	1	1	0	0
71759	0	1	0	4
71760	0	3	0	0
71761	0	1	0	0
71762	0	1	0	0
71763	0	5	0	0
71764	1	0	0	0
71765	0	6	0	0
71766	1	0	0	0
71767	0	1	0	0
71768	0	2	0	0
71769	0	2	0	0
71770	0	1	0	0
71771	0	3	0	0
71772	0	1	0	0
71773	0	1	0	0
71774	0	2	0	0
71777	0	6	0	0
71778	0	2	0	0
71779	1	0	0	0
71780	0	1	0	0
71781	0	2	0	0
71782	0	1	0	0
71784	0	7	0	0
71785	0	1	0	0
71786	0	1	0	0
71787	0	1	0	0
71788	0	1	0	0
71791	0	1	0	0
71793	0	2	0	0
71794	0	1	0	0
71795	0	3	0	0
71796	0	1	0	0
71798	0	4	0	0
71799	0	1	0	0
71800	0	1	0	0
71808	0	1	0	0
71809	0	3	0	0
71811	0	2	0	0
71815	0	5	0	0
71816	0	4	0	0
71817	0	1	0	0
71825	0	2	0	0
71826	0	4	0	1
71827	1	0	0	0
71828	1	0	0	0
71829	0	1	0	0
71830	0	2	0	0
71831	1	2	0	0
71832	0	2	0	0
71833	2	2	0	1
74234	1	3	0	0
71834	0	10	0	0
71835	1	0	0	0
71836	1	1	0	0
71837	0	1	0	0
71838	1	1	1	0
71839	0	7	0	0
71840	1	0	0	0
71843	0	1	0	0
81029	1	1	0	0
71845	0	4	0	0
71848	1	0	0	0
71849	1	0	0	0
71850	0	1	0	0
71853	0	1	0	0
71854	0	11	0	20
71855	1	0	0	1
71856	2	0	0	0
71857	0	0	1	0
71858	0	1	0	0
71860	0	2	0	1
71861	0	1	0	3
71862	0	0	1	0
71863	0	1	0	0
71865	0	4	0	0
71866	0	2	0	0
71867	0	2	0	0
71868	0	2	0	0
71869	0	2	0	0
71870	0	1	0	0
71871	0	1	0	0
71872	0	4	0	0
71873	0	1	0	0
81033	1	1	0	0
71878	0	3	0	0
71880	0	9	0	1
71881	0	6	0	0
71882	0	2	0	0
71883	0	3	0	1
71884	0	4	0	0
71885	0	1	0	0
71890	0	1	0	0
71891	0	1	0	0
71892	0	2	0	0
71895	0	2	0	0
71896	1	0	0	0
71897	0	1	0	0
71899	0	1	0	0
71900	0	7	0	0
71901	0	1	0	0
71902	0	1	0	0
71906	0	9	0	2
71907	0	7	0	1
71908	0	1	0	0
71912	0	3	0	0
71913	1	0	0	0
71914	0	1	0	0
71916	0	1	0	0
71920	0	3	0	0
71921	1	0	0	0
71922	0	2	0	0
71923	0	3	0	0
71924	0	3	0	0
71925	1	0	0	0
71926	0	3	0	0
71927	0	3	0	0
71928	1	0	0	0
71937	1	3	0	0
71933	0	1	0	0
71934	0	1	0	0
71935	0	1	0	0
71936	0	1	0	0
71940	0	3	0	0
71941	0	4	0	1
71942	1	0	0	0
71943	0	1	0	0
71945	0	9	0	0
71946	0	2	0	0
71947	0	1	0	0
71948	0	2	0	0
71949	0	1	0	0
71950	0	1	0	0
71951	0	4	0	0
71952	0	2	0	0
71953	0	2	0	0
71954	0	2	0	0
71955	0	2	0	0
71956	0	3	0	0
71957	0	4	0	1
71959	0	2	0	0
71960	0	3	0	0
71961	0	2	0	0
71962	0	4	0	0
71963	0	2	0	0
71964	0	2	0	0
71965	0	5	0	0
71967	0	5	0	0
71968	0	1	0	0
71969	0	1	0	2
71970	0	3	0	0
71971	0	1	0	0
71972	0	7	0	0
71973	0	3	0	0
71974	0	3	0	0
71975	1	1	0	0
71976	0	2	0	0
71978	0	5	0	0
71979	0	1	0	0
71981	0	9	0	3
71982	0	0	2	0
71983	0	1	0	0
71984	0	1	0	0
71985	0	5	0	3
71986	1	0	0	0
71987	0	7	0	0
71988	0	1	0	0
71989	0	2	0	0
71990	0	10	0	2
71991	1	0	0	0
71992	0	2	0	0
71993	0	3	0	5
71994	0	2	0	2
71995	0	1	0	0
71998	0	1	0	0
71999	0	1	0	0
72000	0	1	0	1
72001	0	3	0	0
72002	1	1	0	0
72003	2	0	0	0
72004	0	7	0	0
72005	0	2	0	0
72006	0	2	0	1
72007	0	1	0	0
72008	0	3	0	0
72009	1	0	0	0
72010	0	3	0	0
72011	0	2	0	0
72012	0	1	0	0
72013	0	3	0	0
72016	0	4	0	0
72017	0	4	0	0
72018	0	1	0	0
72019	0	5	0	0
72022	0	3	0	0
72023	0	6	0	3
72025	0	1	0	0
72027	0	2	0	0
81044	1	0	0	0
72033	0	1	0	0
72034	0	1	0	0
72035	0	1	0	0
72036	0	1	0	0
72037	0	1	0	0
72038	0	3	0	0
72039	0	1	0	0
72040	0	2	0	0
72041	0	1	0	0
72042	0	1	0	0
72043	1	3	0	1
72044	0	6	0	0
72045	0	3	0	0
72046	0	2	0	0
72047	0	1	0	1
72049	0	1	0	0
72050	0	1	0	0
72051	0	2	0	0
72053	0	5	0	1
72054	0	1	0	0
72055	0	8	0	0
72056	1	1	0	0
72057	1	0	0	1
72059	0	1	0	2
72060	0	9	0	9
72061	0	1	0	0
72062	0	2	0	0
72064	0	4	0	3
72065	1	2	0	1
72066	1	2	0	0
81046	1	0	0	0
81047	1	0	0	0
81048	0	0	1	0
72074	0	2	0	0
72075	1	0	0	0
72077	0	2	0	0
72078	0	1	0	0
72079	0	3	0	1
72082	0	0	1	0
77738	1	0	0	0
72083	0	8	0	0
72084	0	1	0	0
72085	0	1	0	0
72086	0	1	0	1
72090	0	1	0	1
72091	0	1	0	0
72092	0	1	0	0
72093	0	2	0	0
72094	1	1	0	0
72095	0	2	0	0
72096	0	1	0	0
72097	0	1	0	0
72098	0	4	0	0
72099	0	4	0	0
72104	0	1	0	0
72107	0	1	0	0
72111	0	3	0	12
72112	0	1	0	0
72113	0	4	0	0
72114	0	1	0	0
81052	0	0	1	0
72116	0	1	0	0
72117	0	1	0	1
72119	0	5	0	0
81053	1	0	0	0
72122	0	10	0	2
72123	1	0	0	0
72124	1	0	0	0
72125	0	6	0	0
72126	1	0	0	0
72127	1	0	0	0
72128	1	0	0	0
72129	1	0	0	0
72130	1	4	0	0
72131	1	1	0	0
72132	0	1	0	0
72134	0	4	0	1
72135	1	0	0	0
72137	0	3	0	0
72138	1	0	0	0
72140	0	6	0	2
72142	0	1	0	0
72143	0	6	0	0
72144	0	1	0	0
72148	0	1	0	0
72149	0	2	0	0
72150	0	3	0	6
72151	1	0	0	0
72152	0	0	1	0
72153	0	1	0	0
72154	0	3	0	0
72155	0	6	0	1
72156	0	2	0	1
72157	0	3	0	0
72158	0	4	0	4
72159	0	2	0	0
72160	0	6	0	0
72161	0	2	0	0
72162	0	2	0	2
72163	0	4	0	12
72164	0	0	1	0
72165	0	0	1	0
72166	0	3	0	0
72167	0	2	0	3
72168	0	7	0	1
72169	0	3	0	0
72170	1	0	0	0
72171	0	3	0	0
72172	0	1	0	0
72173	0	1	0	0
72174	0	4	0	1
72176	0	5	0	0
72177	1	0	0	0
72178	0	1	0	0
72179	0	13	0	1
72180	0	1	0	0
72181	0	2	0	2
72182	1	0	0	0
72183	0	1	0	0
72184	0	8	0	0
72185	0	6	0	3
72186	0	0	1	0
72187	0	6	0	0
72188	0	2	0	0
72189	0	1	0	0
72190	0	1	0	0
72192	0	1	0	0
72193	0	6	0	0
72194	1	0	0	0
72195	0	1	0	0
72198	0	1	0	0
73173	1	0	0	0
72201	1	1	0	0
72202	0	1	0	0
72203	0	2	0	1
72204	0	2	0	0
72205	0	2	0	0
72206	0	6	0	0
72207	1	0	0	0
72209	0	3	0	0
72210	0	1	0	0
72211	0	3	0	7
72212	0	2	0	0
72213	0	2	0	0
72214	1	0	0	0
72215	0	1	0	0
72216	0	3	0	0
72220	0	1	0	1
72221	0	12	0	0
72222	0	2	0	0
72223	0	1	0	0
72224	0	1	0	0
72225	0	1	0	0
72227	0	4	0	1
72228	0	5	0	0
72229	2	0	0	0
72230	0	2	0	0
72231	1	0	0	0
72232	0	1	0	0
72233	0	1	0	0
72237	0	4	0	1
72238	0	2	0	0
72239	0	1	0	0
72240	0	1	0	0
72241	0	1	0	0
72242	0	1	0	0
72243	0	5	0	0
72244	0	2	0	1
72245	0	10	0	0
72246	1	0	0	0
72247	2	0	0	0
72248	1	0	0	0
72250	0	4	0	0
72251	1	0	0	0
72252	1	4	0	0
72253	1	2	0	0
72255	0	1	0	1
81061	2	5	0	0
72265	0	7	0	3
72267	0	4	0	0
72268	0	3	0	0
72269	0	3	0	0
72270	0	1	0	0
72271	1	2	0	0
72272	1	1	0	0
72276	0	2	0	0
72277	1	0	0	0
72278	0	1	0	0
72279	0	1	0	0
72280	1	1	0	0
72281	0	1	0	0
72284	0	1	0	0
72285	0	1	0	0
72287	1	2	0	1
72288	0	4	0	1
72291	0	8	0	0
72292	1	0	0	0
72294	2	3	0	0
72295	1	1	0	0
72296	1	2	0	1
81068	1	0	0	0
72297	1	8	0	0
72298	1	2	0	4
72299	1	0	0	1
72300	0	1	0	0
72301	0	1	0	0
72302	0	1	0	0
72303	0	1	0	0
72304	1	1	0	0
72306	0	2	0	0
72311	0	3	0	0
72313	0	2	0	0
72314	0	2	0	0
72315	0	5	0	0
72316	0	1	0	0
72319	0	2	0	0
72320	0	8	0	0
72321	1	0	0	0
72322	0	1	0	0
72323	0	1	0	0
72324	0	3	0	2
72327	0	6	0	0
72328	1	0	0	0
72329	1	0	0	0
72330	1	0	0	0
72331	1	0	0	0
72332	0	4	0	0
72334	0	1	0	0
72335	0	1	0	0
72337	0	2	0	0
72338	0	5	0	0
74090	1	3	0	0
72340	0	1	0	0
72344	0	1	0	0
72345	0	1	0	1
72346	0	1	0	0
72347	0	1	0	0
72348	0	1	0	0
72352	0	1	0	0
72353	0	5	0	0
72355	1	1	0	1
72356	0	3	0	0
72357	1	2	0	0
72358	0	4	0	1
72359	0	4	0	0
72360	0	1	0	0
72362	0	6	0	0
72364	0	1	0	2
72367	0	1	0	0
72368	0	10	0	0
72369	0	1	0	0
72370	0	4	0	1
72371	0	1	0	0
72372	0	1	0	0
72373	0	1	0	0
72374	0	5	0	5
72375	0	1	0	0
72376	0	1	0	0
72377	1	2	0	0
72378	1	1	0	0
72379	0	1	0	0
72380	0	1	0	0
72382	0	1	0	0
72383	0	8	0	0
72385	0	7	0	0
72386	0	7	0	1
72387	0	1	0	0
72388	0	1	0	0
72389	0	3	0	0
72390	0	1	0	0
72391	0	1	0	0
72392	0	7	0	0
72393	1	1	0	2
72397	0	2	0	1
72400	0	1	0	0
72406	0	2	0	0
72407	0	1	0	0
72408	0	1	0	1
72409	0	1	0	0
72410	0	1	0	2
72411	0	2	1	0
72412	0	1	0	0
72413	0	1	0	0
72415	1	7	0	0
72416	0	2	0	0
72422	0	5	0	1
72424	0	2	0	1
72425	0	2	0	0
72427	0	2	0	1
72428	0	2	0	0
72429	0	11	0	2
72430	1	0	0	0
72431	1	3	0	0
72432	1	4	0	0
72433	0	3	0	0
72434	1	0	0	0
72435	0	4	0	0
72436	0	2	0	0
72437	0	4	0	0
72438	0	3	0	0
72439	1	0	0	0
72440	0	2	0	0
72441	0	3	0	1
72442	0	4	0	0
72443	0	2	0	0
72444	0	3	0	0
72445	0	4	0	0
72446	0	2	0	0
72447	0	3	0	0
72448	0	2	0	0
72449	1	3	0	0
72450	1	1	0	0
72451	0	2	0	0
72452	0	2	0	0
72453	0	2	0	0
72454	0	2	0	0
72455	0	6	0	0
72456	1	0	0	0
72457	0	3	0	0
72458	0	2	0	0
72459	0	13	0	0
72460	1	0	0	1
72461	0	2	0	0
72462	0	3	0	0
72463	0	2	0	0
72464	0	4	0	3
72466	1	3	0	0
72467	2	2	0	0
81077	1	1	0	0
72468	0	2	0	0
72469	0	6	0	0
72470	1	0	0	0
72471	0	2	0	0
72473	0	2	0	1
72475	0	3	0	0
72476	0	3	0	0
72477	1	0	0	0
72478	0	2	0	0
72479	0	4	0	3
72480	1	2	0	0
75455	1	3	0	0
72481	0	7	0	0
72482	0	1	0	0
72483	0	4	0	0
72484	1	1	0	0
72485	1	1	0	2
81078	1	0	0	0
75224	0	0	1	0
72486	0	1	0	0
72487	0	1	0	0
72488	0	3	0	0
72489	1	0	0	0
72490	0	6	0	0
72491	0	1	0	0
72492	0	1	0	0
72493	0	1	0	0
72495	0	1	0	0
72496	0	1	0	0
72497	0	1	0	0
72502	0	5	0	0
72503	0	2	0	0
72504	0	1	0	0
72505	0	1	0	0
72506	0	1	0	0
72510	0	1	0	0
72511	0	1	0	0
72512	0	7	0	4
72517	1	2	0	0
72518	1	1	0	0
72519	0	1	0	0
72520	0	1	0	0
72521	0	2	0	0
72529	0	2	0	0
72530	0	3	0	0
72532	0	4	0	0
72533	1	0	0	0
72534	2	0	0	0
72535	0	3	0	0
72538	0	1	0	0
72539	0	1	0	0
72549	0	1	0	0
72550	0	1	0	2
72553	0	1	0	0
72554	0	1	0	0
72555	0	3	0	0
72558	0	1	0	0
72559	1	4	0	0
72560	1	0	0	0
72561	1	0	0	0
72562	0	1	0	0
72563	0	1	0	0
72564	0	1	0	0
72565	0	1	0	0
72566	0	1	0	0
72567	0	1	0	0
72568	0	2	0	0
72571	0	1	0	0
72579	0	1	0	0
72580	0	6	0	0
72581	0	1	0	0
72584	0	1	0	0
72587	0	1	0	0
72588	0	1	0	0
72589	0	1	0	0
72591	0	1	0	0
72592	0	1	0	0
72593	0	6	0	0
72594	1	0	0	0
72595	0	1	0	0
72596	0	1	0	0
72597	0	1	0	0
72598	0	1	0	0
72599	0	1	0	0
72603	0	10	0	6
72604	0	0	1	0
72605	0	3	0	0
72606	1	0	0	0
72607	0	6	0	1
72608	0	2	0	0
72610	0	4	0	0
72611	0	3	0	1
72612	0	3	0	0
72613	1	0	0	0
72614	0	3	0	0
72615	0	2	0	1
72617	0	2	0	0
72618	0	3	0	0
72619	1	0	0	0
72620	0	2	0	0
72621	0	2	0	0
72624	1	2	0	0
72625	0	3	0	0
72626	1	0	0	0
72628	0	2	0	0
72629	0	1	0	0
72630	0	3	0	0
72631	0	4	0	0
72632	1	0	0	0
72633	1	0	0	0
72634	0	1	0	0
72635	2	4	0	0
72636	2	2	0	0
72637	2	0	0	0
72638	2	3	0	0
72640	0	6	0	0
72641	0	3	0	0
72643	0	3	0	0
72645	0	1	0	0
72646	0	1	0	0
72647	0	1	0	0
72649	1	2	0	1
72650	0	2	0	0
72651	0	5	0	0
72652	0	4	0	0
72653	1	0	0	0
72654	0	2	0	0
72656	0	1	0	0
72657	0	1	0	0
72658	0	1	0	0
72660	0	1	0	0
72661	0	1	0	0
72662	0	3	0	0
72663	0	1	0	0
72665	0	3	0	0
72666	0	3	0	6
81109	1	0	0	0
72670	0	4	0	1
72671	0	3	0	0
72672	1	0	0	0
72676	0	2	0	1
72677	0	11	0	0
72678	0	1	0	0
72679	0	10	0	1
72680	1	0	0	0
72681	0	1	0	0
72682	0	1	0	0
72683	0	7	0	0
72684	1	0	0	0
72685	0	2	0	0
72686	0	3	0	0
72687	0	3	0	0
72688	1	0	0	0
72689	0	8	0	5
72690	1	0	0	0
72691	1	0	0	0
72692	0	1	0	0
72693	0	1	0	0
72694	0	3	0	2
72696	0	2	0	0
72700	0	4	0	0
72701	0	2	0	0
72702	0	3	0	2
72703	0	2	0	0
72704	0	4	0	6
72707	0	2	0	0
72708	0	2	0	0
72709	0	3	0	0
72710	0	2	0	0
72711	0	1	0	0
72712	0	5	0	1
72713	0	4	0	0
72714	0	3	0	0
72715	1	0	0	0
72716	0	2	0	0
72717	0	2	0	0
72718	0	2	0	0
72719	0	2	0	0
72720	0	2	0	0
72721	0	1	0	0
72724	0	2	0	0
72725	0	1	0	0
72726	0	2	0	5
72728	1	4	0	1
72729	1	3	0	0
72730	2	0	0	0
72731	2	0	0	0
72732	0	4	0	0
80588	1	0	0	0
81115	1	1	0	0
72745	0	1	0	0
72746	0	3	0	0
72747	1	0	0	0
72749	0	1	0	0
72750	0	3	0	0
72751	0	2	0	0
72753	0	2	0	0
72762	0	7	0	7
72763	0	2	0	0
72764	0	7	0	1
72765	1	0	0	0
72766	0	4	0	0
72767	0	4	0	0
72768	0	1	0	0
72769	0	20	0	0
72770	1	0	0	0
72771	1	0	0	0
72772	1	2	0	0
81119	1	1	0	0
81121	1	0	0	0
72789	0	5	0	0
72796	0	1	0	0
81127	0	0	1	0
72803	0	1	0	0
72804	0	2	0	0
72805	0	3	0	0
72806	0	2	0	0
72814	0	1	0	2
72815	0	1	0	0
72825	0	3	0	0
72826	0	10	0	0
72827	1	0	0	0
72828	0	3	0	0
73649	1	1	0	0
72840	0	3	0	0
72841	0	3	0	0
72845	0	1	0	0
72852	0	1	0	0
72869	0	2	0	0
72870	0	2	0	0
72871	0	2	0	0
72872	0	1	0	0
72875	0	6	0	0
72876	0	1	0	3
72877	0	1	0	2
72880	0	2	0	0
72881	0	1	0	0
72882	0	1	0	0
72883	0	6	0	1
72884	0	3	0	0
72885	1	0	0	0
72891	0	2	0	0
72892	0	1	0	3
72894	0	2	0	0
72896	0	2	0	0
72897	0	3	0	0
72898	1	15	0	3
72899	1	1	0	0
72900	0	1	0	1
72901	0	0	1	0
72902	0	3	0	1
72903	0	1	0	1
72905	0	1	0	0
72906	0	1	0	0
72907	0	1	0	0
72908	0	2	0	1
72909	0	1	0	0
72911	0	3	0	0
72914	1	6	0	0
72915	1	0	0	0
72916	1	0	0	0
72917	1	1	0	0
72918	1	0	0	0
72919	1	0	0	0
72920	1	2	0	0
72921	0	1	0	2
72922	0	4	0	0
72923	0	1	0	0
72924	0	2	0	0
72925	1	2	0	0
72926	1	1	0	0
72927	0	1	0	0
72928	0	3	0	3
72929	0	4	0	0
72930	1	0	0	0
72931	0	1	0	0
72932	1	2	0	0
72933	0	1	0	0
72936	0	1	0	1
72937	0	4	0	4
72939	0	3	0	0
72940	0	1	0	0
72941	0	3	0	0
72942	0	1	0	0
72943	0	1	0	1
72945	0	2	0	0
72946	1	0	0	0
72947	0	5	0	1
72948	1	0	0	0
72949	1	0	0	0
72950	0	1	0	0
72951	0	1	0	0
72956	0	2	0	0
72957	0	1	0	0
72958	0	1	0	0
72959	0	1	0	7
72960	0	1	0	0
72961	0	1	0	0
72962	0	1	0	0
72963	0	1	0	1
72965	0	6	0	1
72966	1	0	0	0
72967	1	1	0	0
72969	0	1	0	0
72970	0	3	0	1
72973	0	6	0	0
72974	0	1	0	0
72975	0	1	0	0
72977	0	1	0	0
72980	0	1	0	0
72982	0	1	0	0
72984	0	9	0	0
72985	1	0	0	0
72986	0	1	0	0
72987	0	3	0	0
72988	0	2	0	0
72989	0	2	0	0
72990	0	2	0	0
72991	0	1	0	0
72992	0	1	0	0
72993	0	1	0	0
72994	0	2	0	1
72995	1	0	0	0
72997	0	7	0	2
72998	0	5	0	3
72999	1	0	1	1
73000	0	1	0	0
73003	0	1	0	0
73005	0	3	0	0
73006	1	0	0	0
73007	0	2	0	0
73008	0	2	0	0
73009	0	4	0	1
73011	1	4	0	1
73013	0	3	0	0
73014	1	0	0	0
73016	0	1	0	0
73017	1	4	0	0
73018	1	1	0	0
73019	0	3	0	0
73020	0	1	0	0
73027	0	5	0	0
73035	0	1	0	0
81160	1	0	0	0
73038	0	2	0	0
73043	0	1	0	0
77273	4	4	0	0
77274	5	0	0	0
77275	2	0	0	0
77276	1	0	0	0
77277	1	0	0	0
77278	0	0	1	0
73048	0	3	0	0
73049	0	1	0	0
73050	0	2	0	0
73051	0	3	0	0
73057	0	18	0	0
73058	1	0	0	0
73059	1	0	0	0
73060	1	0	0	0
73061	0	1	0	0
73062	0	2	0	0
73063	0	2	0	5
73065	0	2	0	1
73066	1	3	0	0
73067	1	2	0	0
81162	1	0	0	0
73071	0	2	0	0
73072	1	0	0	0
73074	0	4	0	0
73075	0	1	0	0
73076	0	1	0	0
81164	1	1	0	0
73079	0	2	0	0
73080	0	2	0	0
73081	0	2	0	0
73082	0	1	0	0
73083	0	1	0	0
73084	0	2	0	0
73085	0	3	0	0
81165	1	1	0	1
73091	0	2	0	0
73092	0	2	0	0
73095	0	2	0	0
73096	0	2	0	0
73097	0	2	0	0
73099	0	7	0	3
73100	0	1	0	0
73101	0	2	0	0
73102	1	2	0	0
73103	1	1	0	0
73104	0	1	0	0
73105	0	1	0	0
73106	0	2	0	0
73107	0	3	0	0
73108	0	1	0	0
73109	0	5	0	0
73110	0	1	0	1
73111	0	1	0	0
73113	0	1	0	0
73114	0	2	0	0
73115	0	6	0	0
73116	1	0	0	0
73117	0	2	0	2
73118	0	4	0	2
73119	0	1	0	0
73120	0	1	0	0
73122	0	1	0	0
73123	0	6	0	0
73124	0	1	0	1
73125	0	1	0	0
73126	0	1	0	0
73127	0	2	0	0
73128	0	6	0	1
73129	0	1	0	0
73130	0	1	0	0
73131	0	1	0	0
73132	0	3	0	0
73133	1	0	0	0
73134	0	2	0	1
73135	0	2	0	0
73136	0	2	0	0
73137	0	1	0	0
73138	0	1	0	0
73139	0	1	0	2
73140	0	1	0	0
73141	0	1	0	0
73142	0	1	0	0
73143	0	5	0	0
73144	0	2	0	2
73145	0	1	0	0
73146	0	5	0	0
73147	0	6	0	0
73148	0	2	0	0
73149	0	3	0	0
73151	0	3	0	0
73153	0	1	0	0
73154	0	2	0	0
73155	1	0	0	0
73156	0	2	0	0
73157	0	1	0	0
73159	0	2	0	0
73160	0	1	0	3
73161	0	0	1	0
73162	0	1	0	0
73163	0	1	0	0
73164	1	1	0	0
73165	0	6	0	0
73166	1	0	0	0
73167	1	0	0	0
73168	0	1	0	0
73169	0	1	0	1
73170	0	1	0	0
73171	0	1	0	0
73172	0	3	0	0
73174	0	2	0	0
73177	0	2	0	0
73178	0	4	0	0
73179	0	2	0	0
73180	0	24	0	0
73181	1	0	0	0
73182	1	0	0	0
73183	1	0	0	0
73184	1	0	0	0
73185	1	0	0	0
73186	1	0	0	0
73187	1	0	0	0
73188	1	0	0	0
73189	1	0	0	0
73190	1	0	0	0
73191	2	0	0	0
73192	1	0	0	0
73193	1	0	0	0
73194	1	0	0	0
73195	1	0	0	0
73196	1	0	0	0
73197	0	3	0	0
73198	0	1	0	0
73199	0	4	0	8
73200	0	0	1	0
73201	0	1	0	0
73202	0	3	0	0
73204	0	6	0	0
73205	0	1	0	0
73206	0	4	0	0
73207	0	1	0	0
73208	0	7	0	0
73209	2	0	0	0
73211	0	1	0	0
73215	0	2	0	0
73216	0	3	0	0
73217	0	2	0	0
73218	0	2	0	0
73219	0	3	0	0
73220	0	1	0	0
73221	0	2	0	0
73222	1	0	0	0
73223	0	1	0	0
73224	0	3	0	0
73225	0	1	0	1
73226	0	4	0	3
73227	0	3	0	0
73228	0	2	0	3
73229	0	0	1	0
73230	0	2	0	0
73231	0	10	0	0
73232	0	2	0	0
73233	0	4	0	0
73234	0	3	0	5
73235	0	1	0	0
73236	0	3	0	2
73237	1	0	0	0
73239	0	1	0	0
73240	0	3	0	0
73241	1	0	0	3
73242	0	14	0	0
73243	1	0	0	0
73244	1	0	0	0
73245	0	1	0	0
73246	0	2	0	0
73247	0	2	0	0
73248	0	2	0	0
73249	0	7	0	0
73252	0	2	0	0
73253	0	2	0	0
73254	0	4	0	0
73255	0	4	0	0
73256	0	2	0	0
73259	0	1	0	0
73260	0	3	0	0
73262	0	3	0	0
73263	0	8	0	0
73264	1	0	0	0
73266	1	3	0	2
73267	0	2	0	0
73270	0	2	0	0
73271	0	2	0	0
73273	0	2	0	0
73274	1	0	0	0
73277	0	1	0	0
73278	0	3	0	0
73279	0	1	0	0
73280	0	2	0	2
73281	0	4	0	0
73283	1	2	0	0
73284	1	1	0	0
73285	0	2	0	0
