,"(0, 0, 0, 0)","(0, 0, 0, 1)","(0, 0, 1, 0)","(0, 0, 1, 1)","(0, 1, 0, 0)","(0, 1, 0, 1)","(0, 1, 1, 0)","(0, 1, 1, 1)","(1, 0, 0, 0)","(1, 0, 0, 1)","(1, 0, 1, 0)","(1, 0, 1, 1)","(1, 1, 0, 0)","(1, 1, 0, 1)","(1, 1, 1, 0)","(1, 1, 1, 1)"
"('373', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '422')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('422', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '428')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('428', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '8282')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8282', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '192')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('192', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '8284')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8284', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '514')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('514', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '75')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('75', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '55')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('55', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '560')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('560', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '282')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('282', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '592')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('592', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '280')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('280', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '224')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('224', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '645')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('645', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '650')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('650', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '255')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('255', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '664')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('664', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '667')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('667', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '675')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('675', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '310')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('310', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '306')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('306', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '325')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('325', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '739')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('739', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '246')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('246', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '756')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('756', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '706')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('706', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '600')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('600', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '549')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('549', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '407')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('407', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '723')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('723', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '673')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('673', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '659')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('659', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '308')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('308', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '864')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('864', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '422')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('422', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '428')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('428', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '8282')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8282', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '192')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('192', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '8284')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8284', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '514')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('514', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '75')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('75', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '55')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('55', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '560')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('560', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '282')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('282', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '592')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('592', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '280')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('280', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '224')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('224', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '645')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('645', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '650')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('650', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '255')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('255', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '664')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('664', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '667')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('667', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '675')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('675', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '310')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('310', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '306')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('306', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '325')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('325', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '739')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('739', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '246')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('246', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '756')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('756', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '706')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('706', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '600')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('600', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '549')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('549', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '407')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('407', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '723')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('723', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '673')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('673', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '659')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('659', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '308')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('308', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '864')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('864', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '422')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('422', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '428')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('428', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '8282')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8282', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '192')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('192', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '8284')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8284', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '514')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('514', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '75')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('75', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '55')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('55', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '560')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('560', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '282')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('282', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '592')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('592', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '280')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('280', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '224')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('224', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '645')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('645', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '650')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('650', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '255')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('255', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '664')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('664', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '667')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('667', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '675')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('675', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '310')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('310', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '306')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('306', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '325')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('325', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '739')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('739', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '246')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('246', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '756')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('756', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '706')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('706', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '600')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('600', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '549')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('549', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '407')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('407', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '723')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('723', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '673')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('673', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '659')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('659', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '308')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('308', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '864')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('864', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('415', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '422')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('422', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '428')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('428', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '8282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('8282', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '192')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('192', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '8284')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('8284', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '514')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('514', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '75')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('75', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '55')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('55', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '560')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('560', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('282', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '592')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('592', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '280')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('280', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '224')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('224', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '645')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('645', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '650')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('650', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '255')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('255', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '664')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('664', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '667')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('667', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '675')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('675', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '310')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('310', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '306')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('306', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '325')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('325', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '739')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('739', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '246')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('246', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '756')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('756', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '706')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('706', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '600')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('600', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '549')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('549', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '407')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('407', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '723')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('723', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '673')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('673', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('659', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('308', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('864', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('226', '422')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('422', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '428')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('428', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '8282')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8282', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '192')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('192', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '8284')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8284', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '514')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('514', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '75')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('75', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '55')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('55', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '560')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('560', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '282')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('282', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '592')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('592', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '280')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('280', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '224')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('224', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '645')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('645', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '650')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('650', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '255')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('255', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '664')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('664', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '667')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('667', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '675')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('675', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '310')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('310', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '306')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('306', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '325')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('325', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '739')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('739', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '246')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('246', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '756')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('756', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '706')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('706', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
